Id,SalePrice
1793,120182.12
1794,161650.23
1795,126350.305
1796,151140.05
1797,120300.61
1798,130149.945
1799,100938.914
1800,133971.8
1801,132744.5
1802,140040.34
1803,160844.25
1804,119850.305
1805,136688.86
1806,121268.55
1807,119099.73
1808,120969.69
1809,127079.23
1810,143257.94
1811,69642.47
1812,94708.13
1813,125809.664
1814,106299.3
1815,54101.26
1816,98554.87
1817,121392.68
1818,157507.53
1819,146800.27
1820,62743.082
1821,113504.23
1822,157156.42
1823,40286.75
1824,123505.836
1825,141542.2
1826,114881.055
1827,107246.93
1828,131816.78
1829,129647.45
1830,138002.5
1831,133318.44
1832,40273.29
1833,130549.66
1834,125441.63
1835,117721.26
1836,110495.99
1837,74624.3
1838,112660.51
1839,113892.63
1840,162066.8
1841,135012.58
1842,98399.02
1843,139201.11
1844,163387.17
1845,152009.92
1846,158691.42
1847,175456.73
1848,50878.383
1849,105022.27
1850,116747.555
1851,142364.52
1852,135102.55
1853,117622.85
1854,160048.81
1855,151411.78
1856,232597.58
1857,147167.47
1858,151448.27
1859,120601.836
1860,176203.48
1861,122562.59
1862,301285.72
1863,294427.1
1864,294435.38
1865,322260.94
1866,307505.94
1867,216802.25
1868,267976.53
1869,210988.52
1870,216989.05
1871,264755.44
1872,192989.45
1873,251637.88
1874,147105.98
1875,202697.5
1876,209920.86
1877,201949.02
1878,214261.7
1879,147477.58
1880,126796.85
1881,234718.66
1882,236588.39
1883,178393.27
1884,199842.67
1885,222221.52
1886,273047.53
1887,221921.61
1888,246043.92
1889,189046.28
1890,128133.586
1891,114218.18
1892,98233.21
1893,126473.14
1894,116262.01
1895,136544.39
1896,124476.36
1897,131735.98
1898,111226.055
1899,173495.77
1900,155615.27
1901,182767.27
1902,174562.8
1903,214577.86
1904,169359.02
1905,187906.7
1906,142334.7
1907,212675.92
1908,98991.164
1909,133070.97
1910,117929.29
1911,224004.61
1912,291344.22
1913,165228.98
1914,65908.94
1915,314313.53
1916,61599.035
1917,241616.17
1918,142645.06
1919,159868.64
1920,160765.53
1921,353006.06
1922,328950.06
1923,242356.11
1924,243131.02
1925,208648.55
1926,353541.66
1927,128922.7
1928,155823.89
1929,108871.805
1930,135181.31
1931,137917.61
1932,139924.7
1933,197817.8
1934,181786.33
1935,178876.3
1936,203409.64
1937,189261.67
1938,168666.77
1939,296365.84
1940,210132.58
1941,172374.61
1942,159757.12
1943,245780.12
1944,385379.9
1945,378610.2
1946,140487.2
1947,287438.97
1948,162957.56
1949,230278.3
1950,179564.44
1951,232100.58
1952,200170.44
1953,181680.05
1954,184899.34
1955,128235.96
1956,278027.03
1957,148245.33
1958,242760.02
1959,142222.98
1960,108167.016
1961,128048.32
1962,92428.34
1963,104448.06
1964,107716.47
1965,139464.44
1966,131923.83
1967,308021.84
1968,381435.4
1969,360672.28
1970,380785.12
1971,435464.12
1972,375199.03
1973,303638.84
1974,338560.03
1975,418764.16
1976,288016.94
1977,354244.1
1978,347275.8
1979,301287.28
1980,216472.02
1981,321549.47
1982,228020.42
1983,220271.33
1984,191383.53
1985,222349.23
1986,195757.4
1987,208544.92
1988,181135.14
1989,194608.39
1990,210796.02
1991,235706.9
1992,225152.77
1993,170177.83
1994,217883.39
1995,186180.89
1996,292161.72
1997,315080.16
1998,305091.06
1999,314341.34
2000,313949.6
2001,314856.3
2002,248936.36
2003,254068.34
2004,289187.88
2005,232656.11
2006,225768.16
2007,243564.17
2008,250948.3
2009,207679.33
2010,196580.94
2011,138278.06
2012,183572.56
2013,191416.1
2014,195896.42
2015,228630.6
2016,204417.06
2017,201710.48
2018,115408.28
2019,146486.36
2020,70977.54
2021,111741.74
2022,212248.86
2023,138923.61
2024,294000.03
2025,345501.22
2026,175790.61
2027,173027.64
2028,151887.73
2029,174352.42
2030,242973.48
2031,224484.38
2032,243095.86
2033,229449.64
2034,179561.05
2035,236076.48
2036,205898.75
2037,222130.55
2038,291069.47
2039,250737.75
2040,306607.6
2041,259049.67
2042,209652.1
2043,172660.55
2044,178514.11
2045,190310.64
2046,152287.73
2047,144849.06
2048,155011.11
2049,143132.52
2050,165739.14
2051,97847.54
2052,127899.6
2053,153192.75
2054,92783.42
2055,154119.45
2056,144030.11
2057,110443.77
2058,214515.98
2059,144391.2
2060,176742.69
2061,171044.1
2062,125856.63
2063,120377.195
2064,144322.44
2065,126101.4
2066,168397.89
2067,116433.45
2068,144058.23
2069,62777.41
2070,101159.164
2071,107116.54
2072,133454.34
2073,126025.12
2074,187954.58
2075,166201.5
2076,125903.81
2077,167561.5
2078,135212.28
2079,129280.805
2080,113294.01
2081,123288.484
2082,133234.16
2083,152902.73
2084,107001.88
2085,127334.195
2086,106152.65
2087,116895.15
2088,93391.414
2089,84985.51
2090,131132.58
2091,103930.24
2092,129258.164
2093,110751.59
2094,119145.77
2095,163624.73
2096,77691.63
2097,102092.79
2098,141777.19
2099,38215.324
2100,50762.28
2101,125246.54
2102,118383.46
2103,105688.77
2104,144947.17
2105,144651.89
2106,61152.566
2107,189726.27
2108,120220.01
2109,110925.77
2110,109559.69
2111,123750.57
2112,140190.62
2113,127127.52
2114,130673.6
2115,165671.39
2116,120853.53
2117,156768.73
2118,132155.08
2119,111251.91
2120,122672.555
2121,102362.41
2122,124790.21
2123,84095.96
2124,159591.86
2125,129463.81
2126,168930.6
2127,169780.3
2128,127641.48
2129,81533.73
2130,131414.73
2131,150111.98
2132,99447.57
2133,118296.84
2134,132086.22
2135,104022.52
2136,77097.195
2137,105894.664
2138,128050.96
2139,145166.98
2140,146713.38
2141,161788.61
2142,132658.55
2143,148377.92
2144,130454.78
2145,152969.11
2146,185157.42
2147,162480.45
2148,141507.33
2149,153853.77
2150,243151.19
2151,128580.46
2152,198008.36
2153,183375.33
2154,86681.305
2155,136424.0
2156,250905.64
2157,238574.27
2158,250160.69
2159,217096.9
2160,203110.23
2161,226043.12
2162,329510.16
2163,328951.66
2164,256976.25
2165,215285.98
2166,159885.53
2167,227185.23
2168,202211.52
2169,198515.7
2170,215284.5
2171,158144.38
2172,148292.02
2173,170352.27
2174,220667.34
2175,266523.03
2176,296327.34
2177,244062.52
2178,217377.27
2179,137542.44
2180,205483.05
2181,196873.89
2182,217799.78
2183,199508.38
2184,125197.89
2185,127158.2
2186,124271.4
2187,157409.02
2188,171088.14
2189,246170.27
2190,57409.83
2191,51198.08
2192,82838.73
2193,126636.29
2194,105523.57
2195,99452.04
2196,98514.98
2197,135640.48
2198,152701.95
2199,187653.88
2200,161358.55
2201,167303.8
2202,208901.77
2203,159860.61
2204,181430.1
2205,139409.97
2206,150477.42
2207,225835.55
2208,248232.05
2209,251756.05
2210,118525.695
2211,123505.766
2212,120096.07
2213,98998.04
2214,127317.23
2215,98977.98
2216,148286.55
2217,45117.36
2218,66135.04
2219,83173.37
2220,65585.63
2221,315504.47
2222,292750.66
2223,273720.6
2224,209189.73
2225,123171.91
2226,185569.39
2227,192346.45
2228,280226.16
2229,259368.16
2230,166191.36
2231,228694.3
2232,192933.03
2233,206068.19
2234,256035.45
2235,229530.2
2236,252369.19
2237,296887.22
2238,211782.48
2239,96607.445
2240,144542.48
2241,164683.02
2242,108366.086
2243,119720.99
2244,98503.5
2245,97077.85
2246,130046.23
2247,111940.43
2248,119969.46
2249,117422.12
2250,121845.91
2251,105086.12
2252,183248.72
2253,163066.47
2254,180409.12
2255,186784.36
2256,168222.64
2257,211273.44
2258,146844.02
2259,181503.45
2260,172659.05
2261,241676.02
2262,254505.23
2263,368715.22
2264,434161.28
2265,173096.86
2266,314770.7
2267,370004.97
2268,462453.1
2269,159932.83
2270,204188.17
2271,203520.19
2272,215586.95
2273,155194.58
2274,190968.45
2275,172074.92
2276,206616.55
2277,193424.77
2278,145372.64
2279,153922.48
2280,99331.9
2281,159260.14
2282,174042.05
2283,115724.234
2284,124688.6
2285,136895.14
2286,124822.63
2287,358334.2
2288,310694.16
2289,338132.06
2290,417816.03
2291,343840.22
2292,387856.38
2293,404950.88
2294,383741.88
2295,439379.2
2296,282556.4
2297,368016.94
2298,357235.34
2299,346210.53
2300,326404.97
2301,337318.72
2302,266883.97
2303,264951.88
2304,270233.03
2305,224845.0
2306,214735.86
2307,221727.73
2308,244009.52
2309,283770.16
2310,232480.98
2311,219268.2
2312,172032.06
2313,179254.14
2314,177259.8
2315,189822.86
2316,203601.42
2317,191968.94
2318,190734.25
2319,188767.3
2320,178343.45
2321,224755.48
2322,202473.42
2323,202598.14
2324,194593.48
2325,211878.55
2326,172008.55
2327,201759.83
2328,221260.17
2329,193819.06
2330,187402.23
2331,334217.4
2332,371759.47
2333,314242.88
2334,283111.25
2335,306055.28
2336,307972.16
2337,207786.55
2338,256853.86
2339,236094.36
2340,361509.03
2341,225800.53
2342,238459.8
2343,244178.23
2344,227091.52
2345,235207.05
2346,220079.83
2347,206031.48
2348,250281.14
2349,206114.0
2350,296844.8
2351,271647.22
2352,240781.72
2353,255193.3
2354,157042.67
2355,153228.02
2356,156599.12
2357,192424.86
2358,209799.83
2359,129437.77
2360,119293.64
2361,155842.55
2362,260620.73
2363,147511.62
2364,177396.7
2365,199402.06
2366,199542.38
2367,212180.97
2368,217758.14
2369,205937.83
2370,182847.42
2371,168772.53
2372,220918.36
2373,296844.7
2374,300632.66
2375,242579.52
2376,281244.0
2377,307118.97
2378,164740.89
2379,203301.48
2380,153276.83
2381,181423.97
2382,198827.1
2383,193005.16
2384,235153.98
2385,160591.08
2386,137018.48
2387,134946.92
2388,89380.52
2389,115600.07
2390,171753.22
2391,155080.33
2392,133011.7
2393,176431.5
2394,160088.19
2395,216499.23
2396,141161.36
2397,202627.66
2398,145954.48
2399,54061.656
2400,75391.13
2401,134840.1
2402,143374.55
2403,144014.06
2404,161074.98
2405,163694.23
2406,146320.16
2407,135328.06
2408,153117.48
2409,123215.61
2410,173433.83
2411,110698.66
2412,164151.61
2413,131694.45
2414,158696.67
2415,132772.17
2416,124389.51
2417,127336.57
2418,134364.42
2419,144513.48
2420,130685.586
2421,150090.55
2422,99466.914
2423,122349.914
2424,158470.4
2425,209173.02
2426,138902.22
2427,135418.95
2428,189833.8
2429,111613.76
2430,127163.17
2431,113505.87
2432,173969.2
2433,166943.39
2434,158601.64
2435,173786.81
2436,120268.195
2437,104265.62
2438,120880.49
2439,103047.06
2440,125345.02
2441,98312.4
2442,98037.195
2443,130132.6
2444,139087.67
2445,89054.38
2446,141904.73
2447,183782.39
2448,138028.52
2449,116260.02
2450,152365.53
2451,130730.81
2452,186645.69
2453,83802.31
2454,122797.55
2455,114952.35
2456,141858.05
2457,152491.64
2458,145976.86
2459,118587.234
2460,155110.66
2461,133168.48
2462,134657.75
2463,128422.82
2464,174593.27
2465,143144.2
2466,137705.8
2467,132423.73
2468,92784.65
2469,85264.21
2470,186770.52
2471,203965.3
2472,155910.67
2473,113458.125
2474,69194.195
2475,206313.33
2476,109330.16
2477,118579.15
2478,149035.95
2479,111228.984
2480,153058.58
2481,130451.664
2482,113367.86
2483,109209.055
2484,124264.02
2485,124507.445
2486,163134.81
2487,192692.11
2488,171572.05
2489,157995.12
2490,147672.3
2491,80708.42
2492,201666.75
2493,153519.39
2494,147657.02
2495,73011.8
2496,217922.77
2497,154276.48
2498,122338.875
2499,85351.98
2500,102005.24
2501,140653.52
2502,144066.53
2503,97800.12
2504,183966.67
2505,241214.55
2506,245963.23
2507,279392.62
2508,241885.27
2509,217993.61
2510,216931.86
2511,175078.36
2512,219075.64
2513,231475.38
2514,294838.03
2515,165948.47
2516,185694.52
2517,167564.61
2518,170228.33
2519,262227.53
2520,233246.12
2521,189550.02
2522,229067.22
2523,125595.62
2524,149340.27
2525,144728.52
2526,179152.17
2527,130224.01
2528,147808.7
2529,162624.61
2530,130829.4
2531,253038.22
2532,222633.56
2533,205130.86
2534,249942.2
2535,264408.16
2536,228261.77
2537,254858.02
2538,194445.9
2539,187082.67
2540,194810.14
2541,186212.48
2542,177980.92
2543,130332.88
2544,116247.19
2545,135826.02
2546,118907.68
2547,142451.23
2548,155041.5
2549,171925.7
2550,527584.6
2551,140430.69
2552,134676.45
2553,59917.06
2554,68973.086
2555,109368.24
2556,99398.82
2557,114444.75
2558,146125.03
2559,158993.83
2560,177004.98
2561,167505.16
2562,163896.27
2563,158714.73
2564,209755.36
2565,182540.55
2566,194226.06
2567,140538.0
2568,209731.08
2569,233166.4
2570,108650.4
2571,210308.02
2572,135251.39
2573,220819.77
2574,244369.88
2575,131352.58
2576,109172.664
2577,169842.83
2578,72149.6
2579,45314.04
2580,104340.74
2581,126704.945
2582,134445.16
2583,276794.12
2584,161553.2
2585,199641.3
2586,207945.83
2587,199547.95
2588,134213.2
2589,139468.17
2590,203720.64
2591,228813.8
2592,223278.67
2593,254589.9
2594,176769.08
2595,219900.27
2596,274905.62
2597,216404.83
2598,290706.6
2599,378866.6
2600,168870.88
2601,130721.6
2602,75134.29
2603,92581.836
2604,79895.22
2605,71619.766
2606,149063.2
2607,222866.16
2608,191502.7
2609,173942.52
2610,98487.6
2611,123686.664
2612,167497.3
2613,132439.56
2614,123216.0
2615,148936.55
2616,157749.84
2617,192294.36
2618,240092.56
2619,198638.7
2620,197720.33
2621,184047.61
2622,184725.28
2623,228727.11
2624,289054.75
2625,308592.66
2626,174101.75
2627,181189.8
2628,433554.56
2629,465698.16
2630,388243.28
2631,415982.78
2632,398580.72
2633,309513.22
2634,400407.03
2635,146729.27
2636,188334.17
2637,198557.48
2638,260656.25
2639,176186.9
2640,143103.84
2641,114780.305
2642,172332.31
2643,110004.445
2644,116205.61
2645,112569.086
2646,99790.29
2647,108472.46
2648,131517.75
2649,157106.7
2650,116960.43
2651,150889.25
2652,357487.0
2653,268049.1
2654,284442.47
2655,382033.78
2656,335064.4
2657,350628.66
2658,336075.16
2659,330141.38
2660,363957.0
2661,347903.97
2662,363138.56
2663,295767.62
2664,281773.34
2665,316710.34
2666,285581.4
2667,190691.55
2668,188155.31
2669,190476.64
2670,258099.75
2671,192139.95
2672,194090.89
2673,191466.84
2674,189687.89
2675,190751.52
2676,196364.23
2677,198877.89
2678,215660.4
2679,289704.78
2680,298202.12
2681,377035.62
2682,309273.6
2683,446431.34
2684,326402.88
2685,322427.8
2686,278733.22
2687,282352.3
2688,224200.88
2689,214539.11
2690,336594.25
2691,202983.53
2692,160533.17
2693,210936.62
2694,140521.64
2695,205111.58
2696,193034.64
2697,190356.12
2698,216010.8
2699,155522.77
2700,142136.36
2701,155385.38
2702,109743.91
2703,110397.32
2704,147312.36
2705,111900.87
2706,97212.62
2707,114082.195
2708,140116.73
2709,98021.445
2710,125630.125
2711,267557.72
2712,380108.1
2713,172426.08
2714,158199.69
2715,177708.42
2716,139687.83
2717,215373.39
2718,239573.42
2719,158674.06
2720,174273.8
2721,134216.27
2722,170924.61
2723,151867.73
2724,139159.7
2725,131038.27
2726,148619.05
2727,187142.34
2728,189209.02
2729,152084.39
2730,148063.3
2731,134398.02
2732,142173.61
2733,160281.38
2734,140968.81
2735,139134.05
2736,145445.33
2737,122788.76
2738,129952.8
2739,151810.1
2740,139281.55
2741,162591.38
2742,170762.52
2743,166224.77
2744,174581.02
2745,146803.48
2746,147112.7
2747,147671.88
2748,108140.02
2749,139289.64
2750,122959.41
2751,142942.0
2752,216551.78
2753,164194.6
2754,232811.64
2755,141667.73
2756,98269.37
2757,73722.71
2758,93095.06
2759,154673.61
2760,140529.34
2761,151607.33
2762,146587.06
2763,192183.8
2764,144108.69
2765,262386.72
2766,111705.73
2767,86916.0
2768,126441.805
2769,157473.83
2770,130784.21
2771,97558.336
2772,102979.086
2773,195113.52
2774,140203.55
2775,124585.21
2776,142547.23
2777,146953.3
2778,94546.85
2779,137820.02
2780,85696.82
2781,87306.27
2782,102060.82
2783,93109.46
2784,125300.46
2785,149497.36
2786,60477.68
2787,113299.375
2788,85225.984
2789,167190.77
2790,76849.03
2791,114501.375
2792,76757.32
2793,126565.164
2794,110369.055
2795,119565.81
2796,112713.46
2797,212833.86
2798,118389.43
2799,90601.04
2800,58100.555
2801,108745.02
2802,124005.18
2803,175747.42
2804,117058.875
2805,94725.88
2806,82881.59
2807,171604.25
2808,165079.38
2809,120380.9
2810,120338.4
2811,179204.42
2812,188586.73
2813,163334.56
2814,160121.81
2815,118947.35
2816,212208.64
2817,172226.88
2818,136929.75
2819,193977.39
2820,145572.11
2821,136756.42
2822,173684.17
2823,292172.8
2824,180346.36
2825,150050.27
2826,134588.12
2827,133337.73
2828,235589.33
2829,201131.58
2830,238271.86
2831,188576.17
2832,229540.98
2833,299760.44
2834,236540.23
2835,240951.73
2836,206031.2
2837,148057.64
2838,156115.48
2839,197417.9
2840,201913.55
2841,204707.02
2842,231449.64
2843,158221.98
2844,167325.56
2845,125404.63
2846,214762.33
2847,232710.48
2848,209330.61
2849,202391.88
2850,262812.4
2851,216065.69
2852,225484.98
2853,240260.55
2854,145985.3
2855,201393.27
2856,204633.16
2857,197283.17
2858,203935.92
2859,110429.75
2860,138363.95
2861,123814.81
2862,197331.83
2863,128860.6
2864,255039.5
2865,142040.22
2866,136141.06
2867,109126.12
2868,96360.51
2869,92479.086
2870,124347.52
2871,88191.39
2872,52819.977
2873,89709.61
2874,143793.78
2875,108348.836
2876,166376.27
2877,149442.3
2878,156739.7
2879,139180.0
2880,102736.23
2881,147037.55
2882,188542.25
2883,210392.45
2884,201664.42
2885,180640.12
2886,239415.84
2887,97940.32
2888,144678.73
2889,41476.992
2890,87777.9
2891,140811.14
2892,33103.797
2893,59904.594
2894,46901.22
2895,325639.84
2896,282175.44
2897,214834.7
2898,139733.1
2899,204001.8
2900,164126.88
2901,236021.98
2902,179330.84
2903,296849.1
2904,321490.53
2905,67512.38
2906,193434.08
2907,109100.18
2908,129303.47
2909,143185.33
2910,66883.87
2911,76223.45
2912,154127.31
2913,64395.812
2914,62866.492
2915,69924.0
2916,69255.59
2917,176963.1
2918,115697.99
2919,217210.98
